"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"Ν. ΚΑΡΤΕΡΗΣ - THOMAS BRANDES ΟΕ ","A","free-mail","oikype@gmail.com","2661045692","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2007","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","122511333000","998320679","gmail.com"
"Ν. ΛΟΥΡΕΖΟΣ ΚΑΙ ΣΙΑ Ε.Ε.","A","free-mail","lourezos68@gmail.com","2284031890","ΣΙΦΝΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΕΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","162652638000","801750695","gmail.com"
"ΝΑΚΟΥ ΕΙΡΗΝΗ ΤΟΥ ΧΡΗΣΤΟΥ","A","free-mail","iatrou2008@yahoo.gr","","ΒΟΛΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","148235044000","076651199","yahoo.gr"
"ΝΑΜΠΙΛ ΣΑΜΙ ΝΑΝΤΑΦ","A","free-mail","billnaddaf@gmail.com","","ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ / ΣΥΡΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2011","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","115794938000","132542787","gmail.com"
"ΝΑΣΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","A","free-mail","capetanios56@gmail.com","","ΠΕΡΙΣΤΕΡΙΟΥ / ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","192799703000","023611700","gmail.com"
"ΝΑΣΤΑΣΑΙ ΚΛΟΝΤΙΑΝ ΤΟΥ ΑΝΑΣΤΑΣ","A","free-mail","nastasaigiannis@yahoo.com","","ΘΕΣΣΑΛΟΝΙΚΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","185646306000","107874016","yahoo.com"
"ΝΑΥΛΩΣΕΙΣ  ΣΚΑΦΩΝ  ΜΙΧΑΗΛ  ΟΙΚΟΝΟΜΟΥ  ΚΑΙ  ΣΙΑ  ΕΕ","A","free-mail","cptmikeaaa@gmail.com","2108994703","ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΕΕ","2012","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","121952303000","800427556","gmail.com"
"ΝΑΥΣ SAILING ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","naussailing@gmail.com","2109848842","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","156918301000","801441721","gmail.com"
"ΝΕΕΣ ΚΑΙΝΟΤΟΜΙΕΣ ΠΑΡΑΓΩΓΗΣ ΕΝΕΡΓΕΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ","A","free-mail","apanteloukos@yahoo.gr","6982063291","ΘΕΡΜΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΕΠΕ","2013","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","127025907000","800520081","yahoo.gr"
"ΝΕΙΒΙ ΜΠΛΟΥ ΜΑΡΙΝ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","jokarakostas@gmail.com","2221084947","ΧΑΛΚΙΔΕΩΝ / ΕΥΒΟΙΑΣ","ΕΥΒΟΙΑΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","159674022000","801588638","gmail.com"
"ΝΕΚΤΑΡΙΟΣ ΚΟΤΖΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","nektarios.kotzias@yahoo.gr","","ΑΓΚΙΣΤΡΙΟΥ / ΝΗΣΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","189632609000","803107290","yahoo.gr"
"ΝΕΜΟ ZANTE ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","A","free-mail","sklawoffice21@gmail.com","6948852548","ΖΑΚΥΝΘΟΥ / ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΥ","ΟΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","195109324000","803350032","gmail.com"
"ΝΗΡΗΙΔΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ","A","free-mail","mgant@otenet.gr","2109519460","ΠΑΤΡΕΩΝ / ΑΧΑΙΑΣ","ΑΧΑΙΑΣ","ΙΚΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","149433816000","801114410","otenet.gr"
"ΝΙΑΡΧΑΚΟΣ ΚΟΣΜΑΣ ΤΟΥ ΜΙΧΑΗΛ","A","free-mail","kosmas06@hotmail.com","","ΜΑΡΑΘΩΝΟΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΘΗΝΩΝ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","194208103000","169425578","hotmail.com"
"ΝΙΚΑ ΣΠΥΡΟΣ ΤΟΥ ΒΟΥΛΛΝΕΤ","A","free-mail","marselonik@icloud.com","","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","176148433000","173407860","icloud.com"
"ΝΙΚΟΛΑΟΣ ΑΝΔΡΕΟΥ ΤΟΥ ΙΩΑΝΝΟΥ","A","free-mail","nikos.andreou@otenet.gr","2108992420","ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","1995","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","1888301000","029161313","otenet.gr"
"ΝΙΚΟΛΑΟΣ ΓΕΩΡΓΙΟΥ ΠΑΖΙΑΝΑΣ","A","free-mail","n.pazianas@gmail.com","6971987867","ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ / ΣΥΡΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","168774840000","138731087","gmail.com"
"ΝΙΚΟΛΑΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΑΝΔΡΕΟΠΟΥΛΟΣ","A","free-mail","KATERINAMANIKI2018@GMAIL.COM","6983281314","ΙΗΤΩΝ / ΘΗΡΑΣ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2008","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΠΟΤΑΜΩΝ, ΛΙΜΝΩΝ","166988238001","046645249","gmail.com"
"ΝΙΚΟΛΑΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΑΝΔΡΕΟΠΟΥΛΟΣ","A","free-mail","aikaterinisilver@yahoo.com","6983281314","ΙΗΤΩΝ / ΘΗΡΑΣ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2008","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","166988238000","046645249","yahoo.com"
"ΝΙΚΟΛΑΟΣ ΕΥΡΥΠΙΔΗ ΠΑΠΑΔΟΠΟΥΛΟΣ","A","free-mail","nikospa1801@gmail.com","6944650118","ΦΟΛΕΓΑΝΔΡΟΥ / ΘΗΡΑΣ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","187765838000","035981092","gmail.com"
"ΝΙΚΟΛΑΟΣ ΚΩΝΣΤΑΝΤΙΝΟΥ ΧΕΡΟΥΒΕΙΜ","A","free-mail","nikoscherdakia@gmail.com","2284042557","ΠΑΡΟΥ / ΠΑΡΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","1993","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","49226038000","045558746","gmail.com"
"ΝΙΚΟΛΑΟΣ ΛΑΜΠΟΥΣΗΣ ΤΟΥ ΤΡΥΦΩΝΑ","A","free-mail","nlampousis@gmail.com","6975528659","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","193616401000","154546146","gmail.com"
"ΝΙΚΟΛΑΟΣ ΜΙΧΑΗΛ ΓΥΠΑΡΗΣ","A","free-mail","nikos.gy@gmail.com","","ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ / ΣΥΡΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2017","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","193017638000","107356692","gmail.com"
"ΝΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","A","free-mail","ninos8865@gmail.com","2661081366","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2012","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","121600433000","119064361","gmail.com"
"ΝΙΝΟΣ ΣΠΥΡΙΔΩΝ ΤΟΥ ΧΡΗΣΤΟΥ","A","free-mail","spyrosninos@gmail.com","2661039088","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2009","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","34102833000","042473223","gmail.com"
"ΝΙΝΟΥ ΑΘΗΝΑ ΤΟΥ ΓΕΩΡΓΙΟΥ ΚΑΙ ΤΗΣ ΑΙΚΑΤΕΡΙΝΗΣ","A","free-mail","ninouathena4@gmail.com","6980474965","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2011","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","144297633000","121850601","gmail.com"
"ΝΙΟΥΤΑΛ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","NAUTALGR@gmail.com","6944619948","ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","155566901000","801380077","gmail.com"
"ΝΙΤΣΑΣ ΑΠΟΣΤΟΛΟΣ ΤΟΥ ΧΡΗΣΤΟΥ","A","free-mail","nitsasapostolos@gmail.com","","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ","185468733000","043752652","gmail.com"
"ΝΟΡΘ ΓΙΩΤΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","rokosg@otenet.gr","2109707776","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","183864109000","802846513","otenet.gr"
"ΝΤΑΚΑΡ Π.Τ. ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","spatzax@gmail.com","6944748589","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","146037533000","800971537","gmail.com"
"ΝΤΑΚΑΡ Π.Τ. ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ (Υποκατάστημα)","A","free-mail","spatzax@gmail.com","6944328444","ΝΟΤΙΑΣ ΚΕΡΚΥΡΑΣ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","146037533001","800971537","gmail.com"
"ΝΤΑΚΑΡ Π.Τ. ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ (Υποκατάστημα)","A","free-mail","spatzax@gmail.com","6944328444","ΝΟΤΙΑΣ ΚΕΡΚΥΡΑΣ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","146037533003","800971537","gmail.com"
"ΝΤΑΚΑΡ Π.Τ. ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ (Υποκατάστημα)","A","free-mail","spatzax@gmail.com","6944328444","ΝΟΤΙΑΣ ΚΕΡΚΥΡΑΣ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","146037533002","800971537","gmail.com"
"ΝΤΑΤΣΙ ΟΡΝΕΛΑ ΜΑΡΙΑ ΤΟΥ ΑΡΙΑΝ","A","free-mail","ntatsimaria@gmail.com","2231021031","ΛΑΜΙΕΩΝ / ΦΘΙΩΤΙΔΑΣ","ΦΘΙΩΤΙΔΑΣ","ΑΤΟΜΙΚΗ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","168627754000","142386481","gmail.com"
"ΝΤΟΛΦΑ Ι.Κ.Ε.","A","free-mail","ddolapsakis@gmail.com","6946507010","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","160961301000","801657439","gmail.com"
"ΝΥΣΤΑΖΟΣ ΘΕΜΕΛΗΣ","A","free-mail","nistmichalis@gmail.com","6955258723","ΚΩ / ΚΩ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","183209520000","052056160","gmail.com"
"ΞΕΝΙΚΑΚΗΣ ΚΑΙ ΣΙΑ Ε.Ε.","A","free-mail","georgexenikakis@hotmail.com","6946616794","ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ / ΛΑΣΙΘΙΟΥ","ΛΑΣΙΘΙΟΥ","ΕΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","180313841000","802654540","hotmail.com"
"ΞΕΝΟΣ ΑΓΑΠΗΤΟΣ ΚΑΙ ΣΙΑ Ο.Ε.","A","free-mail","agapitosxenos88@gmail.com","6946903379","ΖΑΚΥΝΘΟΥ / ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΥ","ΟΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","162504624000","801741860","gmail.com"
"ΞΕΝΟΥ ΑΓΓΕΛΙΚΗ ΤΟΥ ΠΑΝΑΓΙΩΤΗ","A","free-mail","aggexenou@gmail.com","6976036741","ΖΑΚΥΝΘΟΥ / ΖΑΚΥΝΘΟΥ","ΖΑΚΥΝΘΟΥ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","178702524000","136372355","gmail.com"
"ΞΥΔΕΡΟΣ ΔΗΜΗΤΡΙΟΣ","A","free-mail","xyderos.dimitris@gmail.com","6980935765","ΘΗΡΑΣ / ΘΗΡΑΣ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","176996538000","059985442","gmail.com"
"ΟΔΥΣΣΕΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","k.gsmservices@gmail.com","2671224242","ΑΡΓΟΣΤΟΛΙΟΥ / ΚΕΦΑΛΛΗΝΙΑΣ","ΚΕΦΑΛΛΗΝΙΑΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","161769934000","801701387","gmail.com"
